Semana;Categoría;Ranking;Título;Autor;Semanas en ranking;Género
9 de abril 2023;Combined Print & E-Book Fiction;15;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;15;Ficción Contemporánea
9 de abril 2023;Combined Print & E-Book Nonfiction;1;POVERTY, BY AMERICA;Matthew Desmond;1;Ensayo
9 de abril 2023;Combined Print & E-Book Nonfiction;2;SAVED;Benjamin Hall;2;Autobiografía
9 de abril 2023;Combined Print & E-Book Nonfiction;3;SPARE;Prince Harry;11;Autobiografía
9 de abril 2023;Combined Print & E-Book Nonfiction;4;THE BODY KEEPS THE SCORE;Bessel van der Kolk;135;Psicología
9 de abril 2023;Combined Print & E-Book Nonfiction;5;I'M GLAD MY MOM DIED;Jennette McCurdy;33;Autobiografía
9 de abril 2023;Combined Print & E-Book Nonfiction;6;PARIS;Paris Hilton;2;Autobiografía
9 de abril 2023;Combined Print & E-Book Nonfiction;7;THE COURAGE TO BE FREE;Ron DeSantis;4;Política
9 de abril 2023;Combined Print & E-Book Nonfiction;8;THE LIGHT WE CARRY;Michelle Obama;19;Autobiografía
9 de abril 2023;Combined Print & E-Book Nonfiction;9;THE BEST STRANGERS IN THE WORLD;Ari Shapiro;1;Ensayo
9 de abril 2023;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;42;Ensayo
9 de abril 2023;Combined Print & E-Book Nonfiction;11;BRAIDING SWEETGRASS;Robin Wall Kimmerer;72;Naturaleza
9 de abril 2023;Combined Print & E-Book Nonfiction;12;CRYING IN H MART;Michelle Zauner;53;Autobiografía
9 de abril 2023;Combined Print & E-Book Nonfiction;13;ALL MY KNOTTED-UP LIFE;Beth Moore;5;Autobiografía
9 de abril 2023;Combined Print & E-Book Nonfiction;14;THE NAZI CONSPIRACY;Brad Meltzer and Josh Mensch;9;Historia
9 de abril 2023;Combined Print & E-Book Nonfiction;15;IT'S OK TO BE ANGRY ABOUT CAPITALISM;Bernie Sanders with John Nichols;5;Política
16 de abril 2023;Combined Print & E-Book Fiction;1;DAISY JONES & THE SIX;Taylor Jenkins Reid;13;Ficción Histórica
16 de abril 2023;Combined Print & E-Book Fiction;2;IT STARTS WITH US;Colleen Hoover;24;Romance Contemporáneo
16 de abril 2023;Combined Print & E-Book Fiction;3;LESSONS IN CHEMISTRY;Bonnie Garmus;21;Ficción Histórica
16 de abril 2023;Combined Print & E-Book Fiction;4;IT ENDS WITH US;Colleen Hoover;94;Romance Contemporáneo
16 de abril 2023;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;91;Ficción Histórica
16 de abril 2023;Combined Print & E-Book Fiction;6;HELLO BEAUTIFUL;Ann Napolitano;3;Ficción Contemporánea
16 de abril 2023;Combined Print & E-Book Fiction;7;VERITY;Colleen Hoover;69;Thriller psicológico
16 de abril 2023;Combined Print & E-Book Fiction;8;HANG THE MOON;Jeannette Walls;1;Ficción Histórica
16 de abril 2023;Combined Print & E-Book Fiction;9;LOYALTY;Lisa Scottoline;1;Ficción Histórica
16 de abril 2023;Combined Print & E-Book Fiction;10;I WILL FIND YOU;Harlan Coben;3;Thriller
16 de abril 2023;Combined Print & E-Book Fiction;11;NEVER NEVER;Colleen Hoover and Tarryn Fisher;5;Romance Contemporáneo
16 de abril 2023;Combined Print & E-Book Fiction;12;UGLY LOVE;Colleen Hoover;63;Romance Contemporáneo
16 de abril 2023;Combined Print & E-Book Fiction;13;THE LAST THING HE TOLD ME;Laura Dave;38;Thriller
16 de abril 2023;Combined Print & E-Book Fiction;14;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;16;Ficción Contemporánea
16 de abril 2023;Combined Print & E-Book Fiction;15;HEART BONES;Colleen Hoover;9;Romance Contemporáneo
16 de abril 2023;Combined Print & E-Book Nonfiction;1;OUTLIVE;Peter Attia with Bill Gifford;1;Ciencia
16 de abril 2023;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel van der Kolk;136;Psicología
16 de abril 2023;Combined Print & E-Book Nonfiction;3;POVERTY, BY AMERICA;Matthew Desmond;2;Ensayo
16 de abril 2023;Combined Print & E-Book Nonfiction;4;SPARE;Prince Harry;12;Autobiografía
16 de abril 2023;Combined Print & E-Book Nonfiction;5;CRYING IN H MART;Michelle Zauner;54;Autobiografía
16 de abril 2023;Combined Print & E-Book Nonfiction;6;I'M GLAD MY MOM DIED;Jennette McCurdy;34;Autobiografía
16 de abril 2023;Combined Print & E-Book Nonfiction;7;SAVED;Benjamin Hall;3;Autobiografía
16 de abril 2023;Combined Print & E-Book Nonfiction;8;THE LIGHT WE CARRY;Michelle Obama;20;Autobiografía
16 de abril 2023;Combined Print & E-Book Nonfiction;9;THE COURAGE TO BE FREE;Ron DeSantis;5;Política
16 de abril 2023;Combined Print & E-Book Nonfiction;10;ALL ABOUT LOVE;Bell Hooks;43;Ensayo
16 de abril 2023;Combined Print & E-Book Nonfiction;11;BRAIDING SWEETGRASS;Robin Wall Kimmerer;73;Naturaleza
16 de abril 2023;Combined Print & E-Book Nonfiction;12;THE UNDERTOW;Jeff Sharlet;1;Política
16 de abril 2023;Combined Print & E-Book Nonfiction;13;THINKING, FAST AND SLOW;Daniel Kahneman;24;Psicología
16 de abril 2023;Combined Print & E-Book Nonfiction;14;PARIS;Paris Hilton;3;Autobiografía
16 de abril 2023;Combined Print & E-Book Nonfiction;15;KILLERS OF THE FLOWER MOON;David Grann;72;Historia 
23 de abril 2023;Combined Print & E-Book Fiction;1;IT STARTS WITH US;Colleen Hoover;25;Romance Contemporáneo
23 de abril 2023;Combined Print & E-Book Fiction;2;IT ENDS WITH US;Colleen Hoover;95;Romance Contemporáneo
23 de abril 2023;Combined Print & E-Book Fiction;3;LESSONS IN CHEMISTRY;Bonnie Garmus;22;Ficción Histórica
23 de abril 2023;Combined Print & E-Book Fiction;4;DAISY JONES & THE SIX;Taylor Jenkins Reid;14;Ficción Histórica
23 de abril 2023;Combined Print & E-Book Fiction;5;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;92;Ficción Histórica
23 de abril 2023;Combined Print & E-Book Fiction;6;HOMECOMING;Kate Morton;1;Misterio
23 de abril 2023;Combined Print & E-Book Fiction;7;ROMANTIC COMEDY;Curtis Sittenfeld;1;Romance Contemporáneo
23 de abril 2023;Combined Print & E-Book Fiction;8;VERITY;Colleen Hoover;70;Thriller psicológico
23 de abril 2023;Combined Print & E-Book Fiction;9;NEVER NEVER;Colleen Hoover and Tarryn Fisher;6;Romance Contemporáneo
23 de abril 2023;Combined Print & E-Book Fiction;10;THE LAST THING HE TOLD ME;Laura Dave;39;Thriller
23 de abril 2023;Combined Print & E-Book Fiction;11;HELLO BEAUTIFUL;Ann Napolitano;4;Ficción Contemporánea
23 de abril 2023;Combined Print & E-Book Fiction;12;HEART BONES;Colleen Hoover;10;Romance Contemporáneo
23 de abril 2023;Combined Print & E-Book Fiction;13;HANG THE MOON;Jeannette Walls;2;Ficción Histórica
23 de abril 2023;Combined Print & E-Book Fiction;14;UGLY LOVE;Colleen Hoover ;64;Romance Contemporáneo
23 de abril 2023;Combined Print & E-Book Fiction;15;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;17;Ficción Contemporánea
23 de abril 2023;Combined Print & E-Book Nonfiction;1;OUTLIVE;Peter Attia with Bill Gifford;2;Ciencia
23 de abril 2023;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel van der Kolk;137;Psicología
23 de abril 2023;Combined Print & E-Book Nonfiction;3;CRYING IN H MART;Michelle Zauner;55;Autobiografía
23 de abril 2023;Combined Print & E-Book Nonfiction;4;I'M GLAD MY MOM DIED;Jennette McCurdy;35;Autobiografía
23 de abril 2023;Combined Print & E-Book Nonfiction;5;SPARE;Prince Harry;13;Autobiografía
23 de abril 2023;Combined Print & E-Book Nonfiction;6;CHOOSING TO RUN;Des Linden with Bonnie D. Ford;1;Autobiografía
23 de abril 2023;Combined Print & E-Book Nonfiction;7;POVERTY, BY AMERICA;Matthew Desmond;3;Ensayo
23 de abril 2023;Combined Print & E-Book Nonfiction;8;GOT YOUR NUMBER;Mike Greenberg with Paul Hembekides;1;Deporte
23 de abril 2023;Combined Print & E-Book Nonfiction;9;A FEVER IN THE HEARTLAND;Timothy Egan;1;Historia
23 de abril 2023;Combined Print & E-Book Nonfiction;10;WALK THE BLUE LINE;James Patterson and Matt Eversmann with Chris Mooney;7;Policial
23 de abril 2023;Combined Print & E-Book Nonfiction;11;FOLLOW ME TO HELL;Tom Clavin;1;Historia
23 de abril 2023;Combined Print & E-Book Nonfiction;12;ALL ABOUT LOVE;Bell Hooks;44;Ensayo
23 de abril 2023;Combined Print & E-Book Nonfiction;13;THE LIGHT WE CARRY;Michelle Obama;21;Autobiografía
23 de abril 2023;Combined Print & E-Book Nonfiction;14;SAVED;Benjamin Hall;4;Autobiografía
23 de abril 2023;Combined Print & E-Book Nonfiction;15;BRAIDING SWEETGRASS;Robin Wall Kimmerer;74;Naturaleza
30 de abril 2023;Combined Print & E-Book Fiction;1;DARK ANGEL;John Sandford;1;Misterio
30 de abril 2023;Combined Print & E-Book Fiction;2;THE LAST THING HE TOLD ME;Laura Dave;40;Thriller
30 de abril 2023;Combined Print & E-Book Fiction;3;LESSONS IN CHEMISTRY;Bonnie Garmus;23;Ficción Histórica
30 de abril 2023;Combined Print & E-Book Fiction;4;YOURS TRULY; Abby Jimenez;1;Romance Contemporáneo
30 de abril 2023;Combined Print & E-Book Fiction;5;IT ENDS WITH US;Colleen Hoover;96;Romance Contemporáneo
30 de abril 2023;Combined Print & E-Book Fiction;6;IT STARTS WITH US;Colleen Hoover;26;Romance Contemporáneo
30 de abril 2023;Combined Print & E-Book Fiction;7;LASSITER; J.R. Ward;1;Fantasía
30 de abril 2023;Combined Print & E-Book Fiction;8;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;93;Ficción Histórica
30 de abril 2023;Combined Print & E-Book Fiction;9;HELLO BEAUTIFUL;Ann Napolitano;5;Ficción Contemporánea
30 de abril 2023;Combined Print & E-Book Fiction;10;DAISY JONES & THE SIX;Taylor Jenkins Reid;15;Ficción Histórica
30 de abril 2023;Combined Print & E-Book Fiction;11;VERITY;Colleen Hoover;71;Thriller psicológico
30 de abril 2023;Combined Print & E-Book Fiction;12;NEVER NEVER;Colleen Hoover and Tarryn Fisher;7;Romance Contemporáneo
30 de abril 2023;Combined Print & E-Book Fiction;13;THE ONLY SURVIVORS; Megan Miranda;1;Thriller psicológico
30 de abril 2023;Combined Print & E-Book Fiction;14;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;18;Ficción Contemporánea
30 de abril 2023;Combined Print & E-Book Fiction;15;HANG THE MOON;Jeannette Walls;3;Ficción Histórica
30 de abril 2023;Combined Print & E-Book Nonfiction;1;OUTLIVE;Peter Attia with Bill Gifford;3;Ciencia
30 de abril 2023;Combined Print & E-Book Nonfiction;2;THE BODY KEEPS THE SCORE;Bessel van der Kolk;138;Psicología
30 de abril 2023;Combined Print & E-Book Nonfiction;3;CRYING IN H MART;Michelle Zauner;56;Autobiografía
30 de abril 2023;Combined Print & E-Book Nonfiction;4;I'M GLAD MY MOM DIED;Jennette McCurdy;36;Autobiografía
30 de abril 2023;Combined Print & E-Book Nonfiction;5;YOU COULD MAKE THIS PLACE BEAUTIFUL;Maggie Smith;1;Ensayo
30 de abril 2023;Combined Print & E-Book Nonfiction;6;SPARE;Prince Harry;14;Autobiografía
30 de abril 2023;Combined Print & E-Book Nonfiction;7;POVERTY, BY AMERICA;Matthew Desmond;4;Ensayo
30 de abril 2023;Combined Print & E-Book Nonfiction;8;I SWEAR;Katie Porter;1;Autobiografía
30 de abril 2023;Combined Print & E-Book Nonfiction;9;IT. GOES. SO. FAST.;Mary Louise Kelly;1;Autobiografía
30 de abril 2023;Combined Print & E-Book Nonfiction;10;ON THE ORIGIN OF TIME;Thomas Hertog;1;Ciencia
30 de abril 2023;Combined Print & E-Book Nonfiction;11;GREENLIGHTS;Matthew McConaughey;71;Autobiografía
30 de abril 2023;Combined Print & E-Book Nonfiction;12;GOT YOUR NUMBER;Mike Greenberg with Paul Hembekides;2;Deporte
30 de abril 2023;Combined Print & E-Book Nonfiction;13;A FEVER IN THE HEARTLAND;Timothy Egan;2;Historia
30 de abril 2023;Combined Print & E-Book Nonfiction;14;ALL ABOUT LOVE;Bell Hooks;45;Ensayo
30 de abril 2023;Combined Print & E-Book Nonfiction;15;BRAIDING SWEETGRASS;Robin Wall Kimmerer;75;Naturaleza
7 de mayo 2023;Combined Print & E-Book Fiction;1;SIMPLY LIES;David Baldacci;1;Thriller
7 de mayo 2023;Combined Print & E-Book Fiction;2;THE LAST THING HE TOLD ME;Laura Dave;41;Thriller
7 de mayo 2023;Combined Print & E-Book Fiction;3;IT ENDS WITH US;Colleen Hoover;97;Romance Contemporáneo
7 de mayo 2023;Combined Print & E-Book Fiction;4;LESSONS IN CHEMISTRY;Bonnie Garmus;24;Ficción Histórica
7 de mayo 2023;Combined Print & E-Book Fiction;5;IT STARTS WITH US;Colleen Hoover;27;Romance Contemporáneo
7 de mayo 2023;Combined Print & E-Book Fiction;6;HELLO BEAUTIFUL;Ann Napolitano;6;Ficción Contemporánea
7 de mayo 2023;Combined Print & E-Book Fiction;7;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;94;Ficción Histórica
7 de mayo 2023;Combined Print & E-Book Fiction;8;VERITY;Colleen Hoover;72;Thriller psicológico
7 de mayo 2023;Combined Print & E-Book Fiction;9;DARK ANGEL;John Sandford;2;Misterio
7 de mayo 2023;Combined Print & E-Book Fiction;10;NEVER NEVER;Collen Hoover and Tarryn Fisher;8;Romance Contemporáneo
7 de mayo 2023;Combined Print & E-Book Fiction;11;CITY OF DREAMS;Don Winslow;1;Thriller
7 de mayo 2023;Combined Print & E-Book Fiction;12;DAISY JONES & THE SIX;Taylor Jenkins Reid;16;Ficción Histórica
7 de mayo 2023;Combined Print & E-Book Fiction;13;HANG THE MOON;Jeannette Walls;4;Ficción Histórica
7 de mayo 2023;Combined Print & E-Book Fiction;14;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;19;Ficción Contemporánea
7 de mayo 2023;Combined Print & E-Book Fiction;15;UGLY LOVE;Colleen Hoover;65;Romance Contemporáneo
7 de mayo 2023;Combined Print & E-Book Nonfiction;1;THE WAGER;David Grann;1;Historia
7 de mayo 2023;Combined Print & E-Book Nonfiction;2;OUTLIVE;Peter Attia with Bill Gifford;4;Ciencia
7 de mayo 2023;Combined Print & E-Book Nonfiction;3;KILLERS OF THE FLOWER MOON;David Grann;73;Historia
7 de mayo 2023;Combined Print & E-Book Nonfiction;4;YOU CAN'T JOKE ABOUT THAT;Kat Timpf;1;Ensayo
7 de mayo 2023;Combined Print & E-Book Nonfiction;5;THE BODY KEEPS THE SCORE;Bessel van der Kolk;139;Psicología
7 de mayo 2023;Combined Print & E-Book Nonfiction;6;CRYING IN H MART;Michelle Zauner;57;Autobiografía
7 de mayo 2023;Combined Print & E-Book Nonfiction;7;I'M GLAD MY MOM DIED;Jennette McCurdy;37;Autobiografía
7 de mayo 2023;Combined Print & E-Book Nonfiction;8;SPARE;Prince Harry;15;Autobiografía
7 de mayo 2023;Combined Print & E-Book Nonfiction;9;THE LIGHT WE CARRY;Michelle Obama;22;Autobiografía
7 de mayo 2023;Combined Print & E-Book Nonfiction;10;POVERTY, BY AMERICA;Matthew Desmond;5;Ensayo
7 de mayo 2023;Combined Print & E-Book Nonfiction;11;GREENLIGHTS;Matthew McConaughey;72;Autobiografía
7 de mayo 2023;Combined Print & E-Book Nonfiction;12;BRAIDING SWEETGRASS;Robin Wall Kimmerer;76;Naturaleza
7 de mayo 2023;Combined Print & E-Book Nonfiction;13;ALL ABOUT LOVE;Bell Hooks;46;Ensayo
7 de mayo 2023;Combined Print & E-Book Nonfiction;14;I SWEAR;Katie Porter;2;Autobiografía
7 de mayo 2023;Combined Print & E-Book Nonfiction;15;YOU COULD MAKE THIS PLACE BEAUTIFUL;Maggie Smith;2;Ensayo
14 de mayo 2023;Combined Print & E-Book Fiction;1;HAPPY PLACE;Emily Henry;1;Romance Contemporáneo
14 de mayo 2023;Combined Print & E-Book Fiction;2;SIMPLY LIES;David Baldacci;2;Thriller
14 de mayo 2023;Combined Print & E-Book Fiction;3;IT ENDS WITH US;Colleen Hoover;98;Romance Contemporáneo
14 de mayo 2023;Combined Print & E-Book Fiction;4;THE LAST THING HE TOLD ME;Laura Dave;42;Thriller
14 de mayo 2023;Combined Print & E-Book Fiction;5;LESSONS IN CHEMISTRY;Bonnie Garmus;25;Ficción Histórica
14 de mayo 2023;Combined Print & E-Book Fiction;6;IT STARTS WITH US;Colleen Hoover;28;Romance Contemporáneo
14 de mayo 2023;Combined Print & E-Book Fiction;7;SMALL MERCIES;Dennis Lehane;1;Misterio
14 de mayo 2023;Combined Print & E-Book Fiction;8;VERITY;Colleen Hoover;73;Thriller psicológico
14 de mayo 2023;Combined Print & E-Book Fiction;9;HELLO BEAUTIFUL;Ann Napolitano;7;Ficción Contemporánea
14 de mayo 2023;Combined Print & E-Book Fiction;10;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;95;Ficción Histórica
14 de mayo 2023;Combined Print & E-Book Fiction;11;THE WAY OF THE BEAR;Anne Hillerman;1;Misterio
14 de mayo 2023;Combined Print & E-Book Fiction;12;IN THE LIVES OF PUPPETS;T.J. Klune;1;Fantasía
14 de mayo 2023;Combined Print & E-Book Fiction;13;NEVER NEVER;Colleen Hoover and Tarryn Fisher;9;Romance Contemporáneo
14 de mayo 2023;Combined Print & E-Book Fiction;14;DAISY JONES & THE SIX;Taylor Jenkins Reid;17;Ficción Histórica
14 de mayo 2023;Combined Print & E-Book Fiction;15;TOMORROW, AND TOMORROW, AND TOMORROW;Gabrielle Zevin;20;Ficción Contemporánea
14 de mayo 2023;Combined Print & E-Book Nonfiction;1;THE WAGER;David Grann;2;Historia
14 de mayo 2023;Combined Print & E-Book Nonfiction;2;OUTLIVE;Peter Attia with Bill Gifford;5;Ciencia
14 de mayo 2023;Combined Print & E-Book Nonfiction;3;THE LIGHT WE CARRY;Michelle Obama;23;Autobiografía
14 de mayo 2023;Combined Print & E-Book Nonfiction;4;GREENLIGHTS;Matthew McConaughey;73;Autobiografía
14 de mayo 2023;Combined Print & E-Book Nonfiction;5;THE BODY KEEPS THE SCORE;Bessel van der Kolk;140;Psicología
14 de mayo 2023;Combined Print & E-Book Nonfiction;6;CRYING IN H MART;Michelle Zauner;58;Autobiografía
14 de mayo 2023;Combined Print & E-Book Nonfiction;7;YOU CAN'T JOKE ABOUT THAT;Kat Timpf;2;Ensayo
14 de mayo 2023;Combined Print & E-Book Nonfiction;8;DON'T TELL ANYBODY THE SECRETS I TOLD YOU;Lucinda Williams;1;Autobiografía
14 de mayo 2023;Combined Print & E-Book Nonfiction;9;I'M GLAD MY MOM DIED                                                                                                                       ;Jennette McCurdy;38;Autobiografía
14 de mayo 2023;Combined Print & E-Book Nonfiction;10;SPARE;Prince Harry;16;Autobiografía
14 de mayo 2023;Combined Print & E-Book Nonfiction;11;KILLERS OF THE FLOWER MOON;David Grann;74;Historia
14 de mayo 2023;Combined Print & E-Book Nonfiction;12;POVERTY, BY AMERICA;Matthew Desmond;6;Ensayo
14 de mayo 2023;Combined Print & E-Book Nonfiction;13;HONEY, BABY, MINE;Laura Dern and Diane Ladd;1;Memoria
14 de mayo 2023;Combined Print & E-Book Nonfiction;14;A FEVER IN THE HEARTLAND;Timothy Egan;3;Historia
14 de mayo 2023;Combined Print & E-Book Nonfiction;15;PROJECT 562;Matika Wilbur;1;Fotografía
21 de mayo 2023;Combined Print & E-Book Fiction;1;THE 23RD MIDNIGHT;James Patterson and Maxine Paetro;1;Thriller
21 de mayo 2023;Combined Print & E-Book Fiction;2;HAPPY PLACE;Emily Henry;2;Romance Contemporáneo
21 de mayo 2023;Combined Print & E-Book Fiction;3;MEET ME AT THE LAKE;Carley Fortune;1;Romance Contemporáneo
21 de mayo 2023;Combined Print & E-Book Fiction;4;THE COVENANT OF WATER;Abraham Verghese;1;Ficción Histórica
21 de mayo 2023;Combined Print & E-Book Fiction;5;FOURTH WING;Rebecca Yarros;1;Fantasía
21 de mayo 2023;Combined Print & E-Book Fiction;6;THE WEDDING PLANNER;Danielle Steel;1;Romance Contemporáneo
21 de mayo 2023;Combined Print & E-Book Fiction;7;IT ENDS WITH US;Colleen Hoover;99;Romance Contemporáneo
21 de mayo 2023;Combined Print & E-Book Fiction;8;LESSONS IN CHEMISTRY;Bonnie Garmus;26;Ficción Histórica
21 de mayo 2023;Combined Print & E-Book Fiction;9;SIMPLY LIES;David Baldacci;3;Thriller
21 de mayo 2023;Combined Print & E-Book Fiction;10;IT STARTS WITH US;Colleen Hoover;29;Romance Contemporáneo
21 de mayo 2023;Combined Print & E-Book Fiction;11;THE LAST THING HE TOLD ME;Laura Dave;43;Thriller
21 de mayo 2023;Combined Print & E-Book Fiction;12;VERITY;Colleen Hoover;74;Thriller psicológico
21 de mayo 2023;Combined Print & E-Book Fiction;13;GRANDMASTER OF DEMONIC CULTIVATION: MO DAO ZU SHI, VOL. 5;Mo Xiang Tong Xiu;1;Fantasía
21 de mayo 2023;Combined Print & E-Book Fiction;14;THE SEVEN HUSBANDS OF EVELYN HUGO;Taylor Jenkins Reid;96;Ficción Histórica
21 de mayo 2023;Combined Print & E-Book Fiction;15;HELLO BEAUTIFUL;Ann Napolitano;8;Ficción Contemporánea
21 de mayo 2023;Combined Print & E-Book Nonfiction;1;THE WAGER;David Grann;3;Historia
21 de mayo 2023;Combined Print & E-Book Nonfiction;2;THE LIGHT WE CARRY;Michelle Obama;24;Autobiografía
21 de mayo 2023;Combined Print & E-Book Nonfiction;3;LOOK FOR ME THERE;Luke Russert;1;Autobiografía
21 de mayo 2023;Combined Print & E-Book Nonfiction;4;OUTLIVE;Peter Attia with Bill Gifford;6;Ciencia
21 de mayo 2023;Combined Print & E-Book Nonfiction;5;THE BODY KEEPS THE SCORE;Bessel van der Kolk;141;Psicología
21 de mayo 2023;Combined Print & E-Book Nonfiction;6;SPARE;Prince Harry;17;Autobiografía
21 de mayo 2023;Combined Print & E-Book Nonfiction;7;I'M GLAD MY MOM DIED;Jennette McCurdy;39;Autobiografía
21 de mayo 2023;Combined Print & E-Book Nonfiction;8;CRYING IN H MART;Michelle Zauner;59;Autobiografía
21 de mayo 2023;Combined Print & E-Book Nonfiction;9;LESSONS LEARNED AND CHERISHED;Deborah Roberts;1;Ensayo
21 de mayo 2023;Combined Print & E-Book Nonfiction;10;THE ESCAPE ARTIST;Jonathan Freedland;1;Historia
21 de mayo 2023;Combined Print & E-Book Nonfiction;11;KILLERS OF THE FLOWER MOON;;75;Historia
21 de mayo 2023;Combined Print & E-Book Nonfiction;12;TELL ME EVERYTHING;Minka Kelly;1;Autobiografía
21 de mayo 2023;Combined Print & E-Book Nonfiction;13;CASTE;Isabel Wilkerson;61;Ensayo
